package	x86_selection	r3_selection	triage	note	x86_version	r3_version	r3_makefile	depends	provides	conflicts	build_depends
rpcbind	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.2.6-r2	1.2.6-r2	package/feeds/packages/rpcbind/Makefile	+libc +libtirpc +RPCBIND_LIBWRAP:libwrap			
rpcd	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.09.01~bba95191ff2f22c9118a1ba1355b83afaa277ae3-r1	2025.09.01~bba95191ff2f22c9118a1ba1355b83afaa277ae3-r1	package/system/rpcd/Makefile	+libc +libubus +libubox +libuci +libblobmsg-json +libjson-c			
rpcd-mod-file	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.09.01~bba95191ff2f22c9118a1ba1355b83afaa277ae3-r1	2025.09.01~bba95191ff2f22c9118a1ba1355b83afaa277ae3-r1	package/system/rpcd/Makefile	+libc +libubus +libubox rpcd			
rpcd-mod-iwinfo	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.09.01~bba95191ff2f22c9118a1ba1355b83afaa277ae3-r1	2025.09.01~bba95191ff2f22c9118a1ba1355b83afaa277ae3-r1	package/system/rpcd/Makefile	+libc +libubus +libubox rpcd +libiwinfo			
rpcd-mod-luci	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	20240305-r1	20240305-r1	package/feeds/luci/rpcd-mod-luci/Makefile	+libc +rpcd +libubox +libubus +libnl-tiny			iwinfo
rpcd-mod-rpcsys	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2025.09.01~bba95191ff2f22c9118a1ba1355b83afaa277ae3-r1	2025.09.01~bba95191ff2f22c9118a1ba1355b83afaa277ae3-r1	package/system/rpcd/Makefile	+libc +libubus +libubox rpcd			
rpcd-mod-rrdns	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	20170710	20170710	package/feeds/luci/rpcd-mod-rrdns/Makefile	+libc +rpcd +libubox +libubus			
rpcd-mod-ucode	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.09.01~bba95191ff2f22c9118a1ba1355b83afaa277ae3-r1	2025.09.01~bba95191ff2f22c9118a1ba1355b83afaa277ae3-r1	package/system/rpcd/Makefile	+libc +libubus +libubox rpcd +libucode			
rrdtool1	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.0.50-r6	1.0.50-r6	package/feeds/packages/rrdtool1/Makefile	+libc +librrd1			
rsync	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.4.3-r1	3.4.3-r1	package/feeds/packages/rsync/Makefile	+libc +libpopt +zlib +RSYNC_xattr:libattr +RSYNC_acl:libacl +RSYNC_zstd:libzstd +RSYNC_xxhash:libxxhash +RSYNC_lz4:liblz4 +BUILD_NLS:libiconv-full			
rsyncd	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	3.4.3-r1	3.4.3-r1	package/feeds/packages/rsync/Makefile	+libc +rsync			
samba4-libs	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	4.18.11-r1	4.18.11-r1	package/feeds/packages/samba4/Makefile	+libc +libtirpc +libreadline +libpopt +libcap +zlib +libgnutls +libtasn1 +libuuid +libopenssl +libpthread +KERNEL_IO_URING:liburing +PACKAGE_libpam:libpam +SAMBA4_SERVER_VFS:attr +SAMBA4_SERVER_AVAHI:libavahi-client +SAMBA4_SERVER_AD_DC:python3-cryptodome +SAMBA4_SERVER_AD_DC:python3-markdown +SAMBA4_SERVER_AD_DC:python3-dns +SAMBA4_SERVER_AD_DC:libopenldap +SAMBA4_SERVER_AD_DC:jansson +SAMBA4_SERVER_AD_DC:libarchive +SAMBA4_SERVER_AD_DC:acl +SAMBA4_SERVER_AD_DC:attr			samba4/host libtasn1/host perl/host
samba4-server	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	4.18.11-r1	4.18.11-r1	package/feeds/packages/samba4/Makefile	+libc +samba4-libs		samba36-server	samba4/host libtasn1/host perl/host
scapy	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.5.0-r1	2.5.0-r1	package/feeds/packages/scapy/Makefile	+libc +python3			
scapy-src	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.5.0-r1	2.5.0-r1	package/feeds/packages/scapy/Makefile	+libc 			
sed	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	4.9-r1	4.9-r1	package/feeds/packages/sed/Makefile	+libc 			
sendat	y	n	modem-review	保留 ModemManager 单一拨号管理；诊断工具可按需保留	2024.01.22~624c58f6331e5be3eac6d144ed985b4a4af94b10-r1	6.8.2	package/mtk/applications/5g-modem/sendat/Makefile	+libc +libpthread			
sgdisk	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.0.10-r1	1.0.10-r1	package/feeds/packages/gptfdisk/Makefile	+libc +libstdcpp +libuuid +libpopt			
shadow-tls	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	0.2.25-r1	0.2.25-r1	package/feeds/packages/shadow-tls/Makefile	+libc @(aarch64||arm||x86_64)			rust/host
shadowsocks-rust-sslocal	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.23.5-r1	1.23.5-r1	package/feeds/packages/shadowsocks-rust/Makefile	+libc @(aarch64||arm||i386||loongarch64||mips||mips64||mips64el||mipsel||powerpc||powerpc64||riscv64||x86_64) @!i386			rust/host
shadowsocks-rust-ssserver	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.23.5-r1	1.23.5-r1	package/feeds/packages/shadowsocks-rust/Makefile	+libc @(aarch64||arm||i386||loongarch64||mips||mips64||mips64el||mipsel||powerpc||powerpc64||riscv64||x86_64) @!i386			rust/host
shellsync	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	0.2-r2	0.2-r2	package/network/services/shellsync/Makefile	+libc +libpthread +kmod-macvlan			
simple-obfs-client	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	0.0.5-r2	0.0.5-r2	package/feeds/packages/simple-obfs/Makefile	+libc +libpthread +libev	simple-obfs		libev
sing-box	y	n	heavy-build	存在 aarch64 候选；关注工具链、下载和编译成本	1.12.25-r1	1.12.25-r1	package/feeds/packages/sing-box/Makefile	+libc +ca-bundle +kmod-inet-diag +kmod-netlink-diag +kmod-tun		sing-box-tiny	golang/host
smartdns	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	48-r1	48.4-r1	package/feeds/packages/smartdns/Makefile	+libc +i386:libatomic +libopenssl			PACKAGE_smartdns-ui:node/host PACKAGE_smartdns-ui:rust-bindgen/host
smartdns-ui	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	48-r1	48.4-r1	package/feeds/packages/smartdns/Makefile	+libc +smartdns @(aarch64||arm||i386||loongarch64||mips||mips64||mips64el||mipsel||powerpc||powerpc64||riscv64||x86_64) @!i386			PACKAGE_smartdns-ui:node/host PACKAGE_smartdns-ui:rust-bindgen/host
smartmontools	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	7.4-r1	7.4-r1	package/feeds/packages/smartmontools/Makefile	+libc +libstdcpp			
smbinfo	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	6.11-r2	6.11-r2	package/feeds/packages/cifs-utils/Makefile	+libc +kmod-fs-cifs			
sms-tool	y	n	modem-review	保留 ModemManager 单一拨号管理；诊断工具可按需保留	2023.09.21~1b6ca03284fd65db8799dbf7c6224210093786b0-r1	2021.08.24~57a68d07c3d38fd8766d2705fd2a2c1ae01ee004-r1	package/mtk/applications/5g-modem/sms-tool/Makefile	+libc 			
socat	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.8.0.3-r2	1.8.0.3-r2	package/feeds/packages/socat/Makefile	+libc +libpthread +librt +SOCAT_SSL:libopenssl			
softethervpn5-bridge	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	5.02.5184-r1	5.02.5184-r1	package/feeds/packages/softethervpn5/Makefile	+libc +softethervpn5-libs			softethervpn5/host
softethervpn5-client	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	5.02.5184-r1	5.02.5184-r1	package/feeds/packages/softethervpn5/Makefile	+libc +softethervpn5-libs			softethervpn5/host
softethervpn5-libs	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	5.02.5184-r1	5.02.5184-r1	package/feeds/packages/softethervpn5/Makefile	+libc +libsodium +libpthread +librt +libreadline +libopenssl +libncurses +kmod-tun +zlib +BUILD_NLS:libiconv-full			softethervpn5/host
softethervpn5-server	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	5.02.5184-r1	5.02.5184-r1	package/feeds/packages/softethervpn5/Makefile	+libc +softethervpn5-libs			softethervpn5/host
speedtest-cli	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.1.3-r1	2.1.3-r1	package/feeds/packages/speedtest-cli/Makefile	+libc +python3-light +python3-pkg-resources +python3-xml +python3-email +python3-urllib +python3-codecs +python3-openssl			
sqlite3-cli	m	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3530100-r1	3530100-r1	package/feeds/packages/sqlite3/Makefile	+libc +libsqlite3 +SQLITE3_LIBEDIT:libedit +SQLITE3_READLINE:libreadline +SQLITE3_READLINE:libncursesw			
sshtunnel	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	5-r2	5-r2	package/feeds/packages/sshtunnel/Makefile	+libc @(DROPBEAR_DBCLIENT||PACKAGE_openssh-client)			
sudo	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.9.17_p2-r1	1.9.17_p2-r1	package/feeds/packages/sudo/Makefile	+libc 			
swap-utils	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.40.2-r1	2.40.2-r1	package/utils/util-linux/Makefile	+libc +librt +libblkid			
sysfsutils	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.1.0-r4	2.1.0-r4	package/libs/sysfsutils/Makefile	+libc +libsysfs			
tailscale	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.80.3-r1	1.80.3-r1	package/feeds/packages/tailscale/Makefile	+libc @(aarch64||arm||i386||i686||loongarch64||mips||mips64||mips64el||mipsel||riscv64||x86_64) +ca-bundle +kmod-tun	tailscaled		golang/host
tc-full	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	6.11.0-r1	6.11.0-r1	package/network/utils/iproute2/Makefile	+libc +kmod-sched-core +(PACKAGE_devlink||PACKAGE_rdma):libmnl +libbpf +libxtables	tc		iptables
tc-tiny	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	6.11.0-r1	6.11.0-r1	package/network/utils/iproute2/Makefile	+libc +kmod-sched-core +(PACKAGE_devlink||PACKAGE_rdma):libmnl	tc		iptables
tcpdump	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	4.99.5-r1	4.99.5-r1	package/network/utils/tcpdump/Makefile	+libc +libpcap			
tcping	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2020.07.04~db9101834732dac9aaa59dbb7fb9c74612dbf723-r1	2020.07.04~db9101834732dac9aaa59dbb7fb9c74612dbf723-r1	package/feeds/packages/tcping/Makefile	+libc 			
terminfo	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	6.4-r2	6.4-r2	package/libs/ncurses/Makefile	+libc 			ncurses/host
tmate	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.4.0-r2	2.4.0-r2	package/feeds/packages/tmate/Makefile	+libc +libevent2 +libncurses +libpthread +libssh +msgpack-c +terminfo			ncurses
traceroute6	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.0.2-r1	1.0.2-r1	package/mtk/applications/ndisc/Makefile	+libc +libpthread +librt			
trojan	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.16.0-r2	1.16.0-r2	package/feeds/packages/trojan/Makefile	+libc +libpthread +libstdcpp +libopenssl +boost +boost-system +boost-program_options +boost-date_time			openssl
trojan-plus	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	10.0.3-r2	10.0.3-r2	package/feeds/packages/trojan-plus/Makefile	+libc +libpthread +libstdcpp +libopenssl +boost +boost-system +boost-program_options			openssl
ts-node	y	n	exclude-node	用户要求暂缓 Node.js；同时排除反向依赖	10.9.2-r1	10.9.2-r1	package/feeds/packages/ts-node/Makefile	+libc +node +node-npm			node/host
ttyd	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	1.7.3-r1	1.7.3-r1	package/feeds/packages/ttyd/Makefile	+libc +libcap +libopenssl +libjson-c +libuv +zlib +libwebsockets-full			
ua3f	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	3.6.0-r1	3.6.0-r1	package/UA3F/openwrt/Makefile	+libc @(aarch64||arm||i386||i686||loongarch64||mips||mips64||mips64el||mipsel||riscv64||x86_64) +luci-compat +ipset +iptables +iptables-mod-tproxy +iptables-mod-extra +iptables-mod-ipopt +iptables-mod-nfqueue +iptables-mod-conntrack-extra +kmod-nf-conntrack-netlink			golang/host
ubox	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.04.26~85f1053019caf4cd333795760950235ee4529ba7-r1	2024.04.26~85f1053019caf4cd333795760950235ee4529ba7-r1	package/system/ubox/Makefile	+libc +libubox +ubusd +ubus +libubus +libuci			
ubus	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.10.17~60e04048a0e2f3e33651c19e62861b41be4c290f-r1	2025.10.17~60e04048a0e2f3e33651c19e62861b41be4c290f-r1	package/system/ubus/Makefile	+libc +libubus +libblobmsg-json +ubusd			
ubusd	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.10.17~60e04048a0e2f3e33651c19e62861b41be4c290f-r1	2025.10.17~60e04048a0e2f3e33651c19e62861b41be4c290f-r1	package/system/ubus/Makefile	+libc +libubox +libblobmsg-json			
uci	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.01.20~16ff0badbde7e17ec3bd1f827ffe45922956cf86-r1	2025.01.20~16ff0badbde7e17ec3bd1f827ffe45922956cf86-r1	package/system/uci/Makefile	+libc +libuci			
uclient-fetch	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.10.22~88ae8f208dd313f69e268234f7db55956aef1cb9-r1	2024.10.22~88ae8f208dd313f69e268234f7db55956aef1cb9-r1	package/libs/uclient/Makefile	+libc +libuclient	wget		ustream-ssl
ucode	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.07.18~3f64c8089bf3ea4847c96b91df09fbfcaec19e1d-r1	2025.05.11~d5b3a9dc1091dd28cf6f0f60cd34fc322ef27717-r1	package/utils/ucode/Makefile	+libc +libucode			libmd
ucode-mod-fs	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.07.18~3f64c8089bf3ea4847c96b91df09fbfcaec19e1d-r1	2025.05.11~d5b3a9dc1091dd28cf6f0f60cd34fc322ef27717-r1	package/utils/ucode/Makefile	+libc +ucode			libmd
ucode-mod-html	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	1	1	package/feeds/luci/ucode-mod-html/Makefile	+libc +libucode			
ucode-mod-lua	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	1	1	package/feeds/luci/ucode-mod-lua/Makefile	+libc +libucode +liblua			
ucode-mod-math	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.07.18~3f64c8089bf3ea4847c96b91df09fbfcaec19e1d-r1	2025.05.11~d5b3a9dc1091dd28cf6f0f60cd34fc322ef27717-r1	package/utils/ucode/Makefile	+libc +ucode			libmd
ucode-mod-nl80211	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.07.18~3f64c8089bf3ea4847c96b91df09fbfcaec19e1d-r1	2025.05.11~d5b3a9dc1091dd28cf6f0f60cd34fc322ef27717-r1	package/utils/ucode/Makefile	+libc +ucode +libnl-tiny +libubox			libmd
ucode-mod-rtnl	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.07.18~3f64c8089bf3ea4847c96b91df09fbfcaec19e1d-r1	2025.05.11~d5b3a9dc1091dd28cf6f0f60cd34fc322ef27717-r1	package/utils/ucode/Makefile	+libc +ucode +libnl-tiny +libubox			libmd
ucode-mod-ubus	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.07.18~3f64c8089bf3ea4847c96b91df09fbfcaec19e1d-r1	2025.05.11~d5b3a9dc1091dd28cf6f0f60cd34fc322ef27717-r1	package/utils/ucode/Makefile	+libc +ucode +libubus +libblobmsg-json			libmd
